tweet_id,favorites,retweets
728387165835677696,3806,1012
728409960103686147,5091,2108
728653952833728512,3426,1092
728751179681943552,2876,713
728760639972315136,4848,1800
728986383096946689,3274,862
729113531270991872,1957,347
729463711119904772,6022,2442
729823566028484608,4144,1307
729838605770891264,1770,408
729854734790754305,4194,1188
730196704625098752,5059,2032
730211855403241472,3973,1113
730427201120833536,3600,1103
730573383004487680,5099,2269
730924654643314689,6364,2089
731156023742988288,3981,1344
731285275100512256,3622,1039
732005617171337216,15511,5762
732375214819057664,8401,2664
732585889486888962,3820,817
732726085725589504,3667,930
732732193018155009,2529,562
733109485275860992,51169,17772
733460102733135873,4361,1346
733482008106668032,3271,997
733822306246479872,3802,1065
733828123016450049,3722,821
734776360183431168,2614,575
734787690684657664,13054,6659
734912297295085568,2847,545
735137028879360001,3243,1024
735256018284875776,3468,938
735274964362878976,13524,5367
735635087207878657,6423,2476
735648611367784448,4163,1163
735991953473572864,3736,1219
736010884653420544,8200,3148
736225175608430592,8455,2926
736365877722001409,4142,1321
736736130620620800,4475,1835
737310737551491075,15275,7853
737322739594330112,3751,856
737445876994609152,10691,4717
737678689543020544,5237,1408
737800304142471168,10396,3658
737826014890496000,5488,1859
738156290900254721,2633,692
738166403467907072,9151,3601
738184450748633089,4482,1276
738402415918125056,3383,889
738537504001953792,5302,1644
738883359779196928,3465,855
738885046782832640,3921,1204
739238157791694849,120643,61495
739485634323156992,7481,3113
739544079319588864,41281,22651
739606147276148736,5591,1754
739844404073074688,3949,904
739932936087216128,4217,1143
739979191639244800,20792,6275
740214038584557568,6957,2080
740359016048689152,3435,907
740365076218183684,2576,460
740373189193256964,36229,14085
740676976021798912,18902,7192
740699697422163968,2952,826
740711788199743490,3547,990
740995100998766593,6657,2935
741067306818797568,9844,3272
741303864243200000,9130,3415
741438259667034112,3824,880
741743634094141440,8517,2927
741793263812808706,4745,1597
742150209887731712,5345,1650
742161199639494656,4528,1460
742385895052087300,7089,2106
742423170473463808,10242,4021
742465774154047488,7563,4127
742528092657332225,4612,2116
743210557239623680,4006,1448
743222593470234624,6459,2016
743253157753532416,4410,1293
743510151680958465,8240,3928
743545585370791937,3666,990
743595368194129920,19207,6972
743609206067040256,4666,1461
743895849529389061,3797,1015
743980027717509120,4340,1154
744234799360020481,163275,83043
744334592493166593,7052,2262
744709971296780288,5836,1654
744971049620602880,8223,2861
744995568523612160,3101,658
745057283344719872,7544,2414
745314880350101504,7490,2948
745422732645535745,8959,2576
745433870967832576,7398,2697
745712589599014916,7291,2466
745789745784041472,4199,1132
746056683365994496,3699,862
746131877086527488,7212,2342
746369468511756288,6442,1747
746507379341139972,4835,1148
746726898085036033,6304,1904
746790600704425984,5095,1692
746818907684614144,5540,1833
746872823977771008,6268,2286
746906459439529985,3009,315
747103485104099331,10003,4241
747204161125646336,3527,977
747219827526344708,5519,1679
747461612269887489,4035,1095
747512671126323200,5786,1688
747594051852075008,3856,1119
747600769478692864,2423,585
747816857231626240,5062,1237
747844099428986880,2936,798
747885874273214464,3079,1048
747933425676525569,6924,2714
747963614829678593,6045,2282
748307329658011649,3834,757
748324050481647620,3871,816
748346686624440324,5462,1320
748568946752774144,2283,713
748575535303884801,6337,2114
748692773788876800,4432,1414
748699167502000129,4952,1701
748705597323898880,2891,1010
748932637671223296,6103,2410
748977405889503236,11230,3628
749036806121881602,3249,837
749064354620928000,5006,1615
749317047558017024,5737,2359
749395845976588288,8995,3695
749403093750648834,2748,579
749417653287129088,6385,1773
749774190421639168,4874,1399
749981277374128128,5347,2611
749996283729883136,3184,864
750011400160841729,3401,968
750026558547456000,2835,841
750041628174217216,3323,661
750056684286914561,3291,955
750071704093859840,8238,3570
750086836815486976,2274,578
750101899009982464,3178,902
750117059602808832,4539,1385
750132105863102464,3814,1364
750147208377409536,3255,1027
750383411068534784,4773,1217
750429297815552001,13811,4593
750506206503038976,4654,1225
750719632563142656,13838,5387
750868782890057730,5006,1478
751132876104687617,5317,1390
751205363882532864,6608,1959
751251247299190784,13091,6282
751456908746354688,3363,1070
751538714308972544,5280,1352
751583847268179968,4611,1188
751598357617971201,8279,3253
751830394383790080,6079,2097
751937170840121344,5465,1442
752173152931807232,6239,1973
752309394570878976,0,17883
752334515931054080,4005,1180
752519690950500352,7733,3688
752660715232722944,4621,1683
752682090207055872,6280,1719
752917284578922496,7238,1687
753026973505581056,4092,1045
753294487569522689,3560,1117
753375668877008896,8011,2495
753398408988139520,6060,2058
753420520834629632,8321,3823
753655901052166144,6138,2325
754120377874386944,8231,2499
754449512966619136,3930,785
754482103782404096,5561,2087
754747087846248448,2701,555
754856583969079297,7215,2706
754874841593970688,0,8573
755110668769038337,22289,11856
755206590534418437,17288,5774
755955933503782912,7702,3099
756275833623502848,6739,1630
756288534030475264,44977,18714
756303284449767430,4141,1161
756526248105566208,10915,3871
756651752796094464,5313,1404
756939218950160384,6981,2155
756998049151549440,6587,2128
757354760399941633,4740,1528
757393109802180609,6122,1873
757400162377592832,15896,7331
757596066325864448,4563,1133
757597904299253760,0,313
757611664640446465,4796,1197
757725642876129280,4764,1303
757729163776290825,0,8692
757741869644341248,7232,3485
758041019896193024,2845,402
758355060040593408,3604,1162
758405701903519748,5465,2073
758467244762497024,5051,2384
758474966123810816,4016,1066
758740312047005698,6017,1724
758828659922702336,11740,4103
758854675097526272,3732,958
759047813560868866,6836,2171
759099523532779520,15277,4474
759159934323924993,0,1245
759197388317847553,6364,2088
759447681597108224,8925,2619
759557299618865152,4928,1256
759566828574212096,0,22651
759793422261743616,6268,2039
759846353224826880,7062,2127
759923798737051648,15423,6073
760190180481531904,5995,1940
760252756032651264,4143,927
760290219849637889,28229,12314
760539183865880579,7967,3898
760641137271070720,5211,1385
760656994973933572,6956,2068
760893934457552897,4024,1042
761004547850530816,11911,3730
761227390836215808,5593,1671
761292947749015552,4698,1179
761334018830917632,5469,1558
761371037149827077,0,19284
761599872357261312,4345,1264
761672994376806400,52193,31165
761745352076779520,4474,921
761750502866649088,0,4228
761976711479193600,5685,2168
762035686371364864,33676,16767
762316489655476224,5066,1210
762464539388485633,10857,4505
762471784394268675,11867,6946
762699858130116608,12811,3896
763103485927849985,7742,2454
763183847194451968,5680,1579
763837565564780549,13276,4475
764259802650378240,6370,1627
764857477905154048,6775,1904
765222098633691136,12242,3636
765371061932261376,7469,2324
765395769549590528,27877,3651
765669560888528897,5480,1311
765719909049503744,7632,2309
766008592277377025,3950,530
766069199026450432,4493,921
766078092750233600,0,2797
766313316352462849,7147,2025
766423258543644672,6347,1711
766693177336135680,4248,848
766793450729734144,5347,1459
767122157629476866,10682,3064
767191397493538821,12936,4087
767500508068192258,7883,2512
767754930266464257,16885,5781
767884188863397888,5008,1508
768193404517830656,11503,3814
768473857036525572,14372,3692
768596291618299904,5290,1377
768609597686943744,4340,1300
768855141948723200,4424,956
768970937022709760,15199,7033
769212283578875904,5699,1843
769695466921623552,6737,1783
769940425801170949,33166,10392
770069151037685760,8002,2480
770093767776997377,0,3272
770293558247038976,6591,1602
770414278348247044,6637,2229
770655142660169732,7738,1877
770772759874076672,5482,1520
770787852854652928,5221,1310
771004394259247104,0,236
771014301343748096,7247,1781
771102124360998913,6590,1551
771136648247640064,9690,3161
771171053431250945,0,8143
771380798096281600,11100,5497
771500966810099713,8743,2828
771770456517009408,12672,3662
772102971039580160,4230,998
772114945936949249,2871,509
772117678702071809,3969,795
772152991789019136,3995,1206
772193107915964416,6362,1494
772581559778025472,6847,1819
772615324260794368,0,3636
772826264096874500,8454,2520
772877495989305348,9061,4175
773191612633579521,10561,4434
773247561583001600,9954,3470
773308824254029826,24574,8057
773547596996571136,23360,6659
773670353721753600,5621,1397
773704687002451968,6977,1752
773922284943896577,6758,1870
773985732834758656,11353,4181
774314403806253056,23028,6015
774639387460112384,7106,1862
774757898236878852,9043,1911
775085132600442880,16448,5100
775364825476165632,7854,3209
775729183532220416,13658,4929
775733305207554048,14645,4318
775842724423557120,12401,2888
775898661951791106,0,17772
776088319444877312,1936,164
776113305656188928,12424,4696
776201521193218049,10159,2722
776218204058357768,31740,17269
776477788987613185,9355,3019
776813020089548800,5172,1309
776819012571455488,0,14880
777189768882946048,15167,4677
777621514455814149,9278,2691
777641927919427584,0,4593
777684233540206592,11886,3187
777885040357281792,6742,1776
778027034220126208,6937,1756
778039087836069888,8965,2842
778286810187399168,11003,3569
778383385161035776,6193,1201
778396591732486144,0,13257
778408200802557953,14469,4705
778624900596654080,4923,1093
778650543019483137,6101,1620
778748913645780993,7311,1437
778990705243029504,21198,7863
779056095788752897,15680,4898
779123168116150273,12509,3952
779377524342161408,9355,3375
779834332596887552,20097,7668
780192070812196864,9229,2419
780459368902959104,5612,1159
780476555013349377,0,126
780496263422808064,0,4021
780543529827336192,6676,1871
780601303617732608,12837,3614
780800785462489090,5836,1410
780858289093574656,7644,2172
780931614150983680,22945,7957
781163403222056960,10366,2967
781251288990355457,8950,2275
781524693396357120,22022,6018
781661882474196992,11071,2941
781955203444699136,11794,3648
782021823840026624,0,6759
782305867769217024,17683,6051
782598640137187329,8259,2034
782722598790725632,18353,5865
782747134529531904,7918,1513
782969140009107456,25611,7975
783085703974514689,8632,2410
783334639985389568,31004,12705
783347506784731136,0,6078
783391753726550016,17896,5973
783466772167098368,8970,2447
783695101801398276,11094,3506
783821107061198850,7808,2126
783839966405230592,31902,11735
784431430411685888,6047,1392
784517518371221505,9524,2759
784826020293709826,10773,3518
785170936622350336,12844,5277
785264754247995392,7719,1775
785533386513321988,9679,2180
785639753186217984,8306,2413
785872687017132033,7098,1984
785927819176054784,12076,3445
786036967502913536,0,7668
786233965241827333,16268,5193
786363235746385920,11576,3806
786595970293370880,10006,3370
786664955043049472,11331,2782
786709082849828864,19331,6624
786963064373534720,28285,8689
787322443945877504,8289,1905
787397959788929025,11547,3089
787717603741622272,10883,3030
787810552592695296,9222,3329
788039637453406209,6542,1443
788070120937619456,0,3730
788150585577050112,6539,1422
788178268662984705,7693,2306
788412144018661376,16577,5765
788765914992902144,29190,11218
788908386943430656,29166,13490
789137962068021249,10335,3051
789268448748703744,9707,2814
789530877013393408,12517,3678
789599242079838210,7201,2115
789628658055020548,7991,1944
789986466051088384,9831,2525
790277117346975746,13368,3470
790337589677002753,8329,2033
790581949425475584,22015,7835
790698755171364864,8730,2083
790723298204217344,0,2525
790946055508652032,17694,5116
790987426131050500,10528,2330
791026214425268224,0,4475
791312159183634433,9361,2771
791406955684368384,13965,4492
791672322847637504,12514,3409
792050063153438720,7640,1970
792394556390137856,14333,4681
792773781206999040,7817,1831
792883833364439040,12056,4667
792913359805018113,15275,4377
793120401413079041,13518,4269
793135492858580992,6880,2723
793150605191548928,6578,1861
793165685325201412,10024,3036
793180763617361921,7384,2177
793195938047070209,16273,6138
793210959003287553,9510,3068
793226087023144960,10474,3122
793241302385262592,11198,3577
793256262322548741,21296,9100
793271401113350145,9217,2588
793286476301799424,26200,10041
793500921481273345,11391,2595
793601777308463104,8490,1777
793614319594401792,0,3409
793845145112371200,9813,2046
793962221541933056,17910,5326
794205286408003585,9809,3611
794332329137291264,10204,2897
794355576146903043,0,11218
794926597468000259,10948,2515
794983741416415232,0,3678
795076730285391872,17292,5928
795400264262053889,10749,3131
795464331001561088,53039,25971
796031486298386433,11521,4018
796080075804475393,9015,2528
796116448414461957,9690,2640
796149749086875649,34425,15615
796177847564038144,0,15615
796387464403357696,11712,4549
796484825502875648,8068,1926
796759840936919040,12634,3335
796865951799083009,8168,2079
797236660651966464,21286,7235
797545162159308800,15461,5287
797971864723324932,12400,3427
798209839306514432,11044,2784
798340744599797760,0,3662
798628517273620480,0,2145
798644042770751489,0,2021
798665375516884993,0,4245
798673117451325440,0,6040
798694562394996736,0,5406
798697898615730177,0,7091
798925684722855936,7924,1558
798933969379225600,14000,4876
799063482566066176,8595,2686
799297110730567681,10544,3019
799422933579902976,8568,2087
799757965289017345,8951,2357
799774291445383169,0,5100
800018252395122689,30226,14356
800141422401830912,16309,2794
800388270626521089,11875,3064
800443802682937345,0,4696
800459316964663297,10083,2352
800513324630806528,13999,3285
800751577355128832,11182,3024
801115127852503040,8608,2277
801167903437357056,26082,6475
801285448605831168,6446,910
801538201127157760,8737,2238
801958328846974976,8213,1864
802239329049477120,9658,2842
802265048156610565,7026,1489
802323869084381190,17280,6358
802572683846291456,9502,2725
802624713319034886,0,3187
802952499103731712,9610,2191
803276597545603072,10671,2683
803380650405482500,8253,2022
803638050916102144,11674,4504
803692223237865472,0,8100
803773340896923648,10692,3014
804026241225523202,47455,17686
804413760345620481,0,3518
804738756058218496,14583,4191
805207613751304193,8297,1858
805487436403003392,9328,2760
805520635690676224,6111,1794
805826884734976000,7001,1995
805932879469572096,8807,2082
805958939288408065,0,5865
806219024703037440,6836,1298
806242860592926720,0,12705
806542213899489280,10865,2572
806629075125202948,79837,37937
807010152071229440,13877,4173
807059379405148160,0,7975
807106840509214720,126224,60548
807621403335917568,15482,4002
808001312164028416,13362,3852
808106460588765185,9299,2391
808134635716833280,0,6475
808501579447930884,11983,2829
808733504066486276,8412,2364
808838249661788160,10743,3313
809084759137812480,14046,3818
809220051211603969,21174,6110
809448704142938112,7363,1596
809808892968534016,0,5326
809920764300447744,16459,4258
810254108431155201,15597,3647
810284430598270976,37609,12402
810657578271330305,11657,2884
810896069567610880,9612,1950
810984652412424192,5661,1558
811386762094317568,22209,6948
811627233043480576,13572,3395
811744202451197953,8013,1742
811985624773361665,7708,1531
812372279581671427,14534,3994
812466873996607488,8476,2099
812503143955202048,6449,1327
812709060537683968,7035,1548
812781120811126785,8062,2082
813051746834595840,22238,7975
813066809284972545,8447,2108
813081950185472002,10488,3011
813096984823349248,11185,3911
813112105746448384,10964,2991
813127251579564032,12586,3400
813142292504645637,8960,2562
813157409116065792,8235,2410
813172488309972993,9903,2077
813187593374461952,21052,4747
813202720496779264,9754,1958
813217897535406080,19805,7944
813800681631023104,8859,1911
813812741911748608,38585,15231
813910438903693312,9863,2039
813944609378369540,0,3470
814153002265309185,30539,9435
814530161257443328,9176,2019
814638523311648768,11936,2944
814986499976527872,8095,1397
815390420867969024,10983,4137
815639385530101762,8704,1783
815736392542261248,10431,2467
815966073409433600,23749,9205
815990720817401858,5298,1130
816014286006976512,0,5762
816091915477250048,9462,2345
816336735214911488,9110,2122
816450570814898180,32367,8809
816697700272001025,10378,2396
816816676327063552,10593,2204
816829038950027264,0,5116
817056546584727552,9085,1793
817120970343411712,12900,2841
817171292965273600,9243,2186
817181837579653120,0,9205
817415592588222464,5946,1043
817423860136083457,36146,16194
817536400337801217,12492,3295
817777686764523521,11328,2904
817827839487737858,54821,29457
818145370475810820,12993,2814
818259473185828864,11666,2478
818536468981415936,11543,2686
818588835076603904,0,6659
818614493328580609,10426,2796
818627210458333184,23472,8083
819004803107983360,91673,39820
819006400881917954,47777,20514
819015331746349057,0,20514
819015337530290176,0,39820
819227688460238848,24391,7249
819347104292290561,7631,1308
819588359383371776,10121,2136
819711362133872643,14225,3389
819924195358416896,13603,5234
819952236453363712,5625,1280
820078625395449857,20939,6802
820314633777061888,3527,611
820446719150292993,0,2794
820690176645140481,12883,3484
820749716845686786,33323,10709
821044531881721856,13376,2480
821107785811234820,10126,2303
821149554670182400,9195,2183
821407182352777218,12439,4696
821522889702862852,8477,1921
821765923262631936,8885,1800
821813639212650496,0,3614
821886076407029760,11979,2530
822244816520155136,36945,10629
822462944365645825,30024,15813
822489057087389700,19161,6911
822610361945911296,15589,3206
822647212903690241,0,6911
822859134160621569,13959,2470
822872901745569793,139553,47342
822975315408461824,18233,3715
823269594223824897,0,10629
823322678127919110,16595,4337
823581115634085888,13745,2857
823699002998870016,13275,2606
823939628516474880,11211,2921
824297048279236611,15868,4174
824325613288833024,12425,11213
824663926340194305,10611,1871
824775126675836928,15770,3793
824796380199809024,0,5928
825026590719483904,6692,1375
825147591692263424,19271,4928
825535076884762624,54809,18519
825829644528148480,13400,2680
825876512159186944,11015,2017
826115272272650244,16472,3380
826204788643753985,5141,1003
826240494070030336,13968,2788
826476773533745153,19373,4525
826598365270007810,10596,2525
826848821049180160,38346,10999
826958653328592898,22684,5386
827199976799354881,11106,2412
827324948884643840,16671,3293
827600520311402496,7777,1020
827653905312006145,16195,3233
827933404142436356,21141,5614
828011680017821696,10878,2309
828046555563323392,12347,3077
828372645993398273,13168,3171
828376505180889089,7744,1145
828381636999917570,13256,2393
828408677031882754,8038,1383
828409743546925057,6613,1235
828650029636317184,9971,1447
828708714936930305,38406,12066
828770345708580865,26826,6297
829011960981237760,55597,17424
829141528400556032,25689,7954
829374341691346946,36309,9981
829449946868879360,10975,2174
829501995190984704,33310,11395
829861396166877184,12824,2096
829878982036299777,0,5386
830097400375152640,10303,3210
830583320585068544,70091,18014
830956169170665475,8352,1600
831262627380748289,12482,2196
831309418084069378,12291,2621
831315979191906304,6849,1194
831322785565769729,9658,1640
831552930092285952,9420,2458
831650051525054464,7528,2074
831670449226514432,10957,1939
831911600680497154,28942,6986
831939777352105988,25121,6564
832032802820481025,18662,4966
832040443403784192,0,10392
832215726631055365,0,10041
832273440279240704,11838,2499
832369877331693569,17980,3407
832397543355072512,12487,2377
832636094638288896,16581,2978
832757312314028032,17605,3870
832769181346996225,0,40
832998151111966721,13905,2367
833124694597443584,21116,5166
833479644947025920,15527,2201
833722901757046785,21679,3424
833826103416520705,18810,3987
833863086058651648,14020,2565
834086379323871233,13652,2369
834167344700198914,16472,3887
834209720923721728,21543,5110
834458053273591808,10046,1789
834574053763584002,14289,2702
834786237630337024,22151,5865
834931633769889797,11305,1758
835152434251116546,23452,3219
835172783151792128,27281,6121
835264098648616962,8073,1816
835297930240217089,17157,3201
835574547218894849,18595,3859
836001077879255040,19944,4572
836260088725786625,22185,4565
836380477523124226,15380,3157
836677758902222849,13158,2366
836753516572119041,20069,4909
836989968035819520,13258,2448
837110210464448512,16706,2543
837366284874571778,22065,5639
837471256429613056,13322,2429
837482249356513284,3996,468
837820167694528512,35633,8348
838083903487373313,18352,3354
838476387338051585,23515,5108
838561493054533637,11369,1406
838916489579200512,0,36
838921590096166913,11629,2205
839239871831150596,28313,6943
839290600511926273,0,151
839549326359670784,28635,8252
839990271299457024,13952,2432
840268004936019968,20035,6079
840370681858686976,17103,4819
840632337062862849,9324,1859
840696689258311684,12767,1039
841077006473256960,23765,5613
841314665196081154,16435,4976
841439858740625411,13103,3894
841680585030541313,26621,8205
841833993020538882,0,16194
842115215311396866,14532,3205
842163532590374912,25372,6134
842535590457499648,18757,3706
842765311967449089,6997,1347
842846295480000512,15772,3805
843235543001513987,22274,6386
843604394117681152,17492,2905
843856843873095681,22198,4885
844223788422217728,14120,2320
844580511645339650,17066,3309
844704788403113984,40065,10900
844973813909606400,15643,3383
844979544864018432,14090,2712
845306882940190720,24116,5670
845397057150107648,7896,1899
845677943972139009,25962,5029
845812042753855489,30259,9178
846042936437604353,16519,3043
846153765933735936,32715,9533
846514051647705089,46047,12181
846874817362120707,20703,4117
847116187444137987,22071,3358
847157206088847362,20559,6147
847251039262605312,21088,4496
847606175596138505,19359,3563
847842811428974592,5633,1399
847962785489326080,24229,5334
847971574464610304,0,444
848212111729840128,16792,3208
848324959059550208,25480,4806
848690551926992896,25910,4513
849051919805034497,43625,8887
849336543269576704,11726,1970
849412302885593088,16304,3277
849776966551130114,31253,7926
850019790995546112,20988,5097
850145622816686080,16754,3982
850380195714523136,13387,2726
850753642995093505,31732,9653
851224888060895234,21166,5944
851464819735769094,24828,7362
851591660324737024,16576,3601
851861385021730816,0,23
851953902622658560,0,9981
852189679701164033,11703,1646
852226086759018497,20418,7045
852311364735569921,33785,10240
852553447878664193,16692,3639
852672615818899456,15214,2236
852912242202992640,9232,1901
853299958564483072,15807,3687
853639147608842240,35415,10467
853760880890318849,29059,5970
854010172552949760,16462,3244
854120357044912130,32465,7705
854365224396361728,19160,4828
854482394044301312,29722,7064
854732716440526848,23133,6270
855459453768019968,30255,8406
855851453814013952,45959,18153
856282028240666624,27984,6461
856526610513747968,11944,1922
856543823941562368,16387,2934
857029823797047296,19066,4083
857263160327368704,20141,4592
857393404942143489,5940,1670
857746408056729600,34453,10810
857989990357356544,16216,2623
858107933456039936,15793,2942
858471635011153920,21588,4905
858843525470990336,15605,3525
859074603037188101,33988,13775
859196978902773760,90052,30541
859607811541651456,18635,1592
859851578198683649,15435,3547
859924526012018688,19587,4123
860184849394610176,16697,5906
860276583193509888,18315,3503
860524505164394496,23638,5328
860563773140209665,7517,2178
860924035999428608,0,826
861005113778896900,16706,3823
861288531465048066,17175,4183
861383897657036800,36067,10771
862096992088072192,74295,23402
862457590147678208,20473,4981
862722525377298433,17014,3539
862831371563274240,19116,5118
863062471531167744,8500,2451
863079547188785154,8744,1108
863432100342583297,23738,5253
863553081350529029,15237,4192
863907417377173506,20519,4144
864197398364647424,29998,8928
864279568663928832,14564,3031
864873206498414592,32105,8705
865006731092295680,27831,7677
865359393868664832,26296,4992
865718153858494464,25465,5604
866334964761202691,52122,14393
866450705531457537,121270,35190
866686824827068416,19139,3466
867051520902168576,31956,7827
867072653475098625,0,120
867421006826221569,15961,2490
867774946302451713,33630,7300
867900495410671616,23941,4157
868552278524837888,10014,2081
868622495443632128,26435,5261
868880397819494401,64824,14354
869227993411051520,20206,3757
869596645499047938,15784,3107
869702957897576449,27866,6285
869772420881756160,41845,9925
870063196459192321,36119,8249
870308999962521604,21535,4105
870374049280663552,81524,25920
870656317836468226,12228,2607
870804317367881728,33108,6123
871032628920680449,22330,3765
871515927908634625,19872,3406
871762521631449091,19912,3424
871879754684805121,37276,10970
872122724285648897,33789,7993
872486979161796608,39945,8869
872620804844003328,20401,3628
872820683541237760,14453,3628
872967104147763200,26808,5309
873213775632977920,7088,1554
873580283840344065,23735,3855
874012996292530176,33840,10192
874057562936811520,22236,3873
874296783580663808,25531,4021
874680097055178752,27257,4544
875021211251597312,24952,4614
875144289856114688,21475,4825
875747767867523072,24659,4190
876120275196170240,27343,4572
876484053909872640,18365,2336
876838120628539392,20250,3259
877201837425926144,26525,5444
877316821321428993,26786,5056
877556246731214848,22220,3705
877611172832227328,0,78
877736472329191424,77897,18609
878057613040115712,41094,6638
878281511006478336,7567,1252
878776093423087618,18974,4023
879008229531029506,18562,2624
879050749262655488,22048,4585
879376492567855104,16416,3031
879415818425184262,103445,43111
879492040517615616,22900,3094
879862464715927552,21841,3405
880095782870896641,26995,4224
880221127280381952,26417,4102
880465832366813184,27891,6108
880872448815771648,20780,3727
880935762899988482,16657,2708
881268444196462592,22577,5037
881536004380872706,48276,15522
881666595344535552,49436,10380
881906580714921986,23761,3304
882045870035918850,28677,4818
882268110199369728,43909,11275
882627270321602560,27298,5922
882762694511734784,27649,4764
882992080364220416,23409,3812
883117836046086144,36313,6475
883360690899218434,22162,3601
883482846933004288,44849,9648
883838122936631299,21391,3352
884162670584377345,19883,2896
884441805382717440,26376,5501
884562892145688576,23728,4558
884876753390489601,27276,5453
884925521741709313,75532,17737
885167619883638784,21404,4259
885311592912609280,0,18014
885528943205470208,35118,6239
885984800019947520,31873,6567
886258384151887873,27350,6112
886366144734445568,20704,3107
886680336477933568,21928,4330
886736880519319552,11774,3180
886983233522544640,34325,7544
887101392804085760,29871,5788
887343217045368832,32903,10124
887473957103951883,67380,17645
887517139158093824,45199,11361
887705289381826560,29490,5228
888078434458587136,21257,3388
888554962724278272,19372,3436
888804989199671297,24972,4157
888917238123831296,28454,4371
889278841981685760,24656,5210
889531135344209921,14771,2184
889638837579907072,26493,4397
889665388333682689,46973,9747
889880896479866881,27169,4828
890006608113172480,29955,7119
890240255349198849,31165,7159
890609185150312448,27187,4146
890729181411237888,63766,18316
890971913173991426,11564,1994
891087950875897856,19777,3015
891327558926688256,39340,9094
891689557279858688,41158,8390
891815181378084864,24455,4029
892177421306343426,32490,6091
892420643555336193,37807,8246
